time_sec,source_time_sec,hip_L_Joint_pos_rad,hip_R_Joint_pos_rad,thigh_L_Joint_pos_rad,thigh_R_Joint_pos_rad,knee_L_Joint_pos_rad,knee_R_Joint_pos_rad,wheel_L_Joint_pos_rad,wheel_R_Joint_pos_rad,hip_L_Joint_vel_rad/s,hip_R_Joint_vel_rad/s,thigh_L_Joint_vel_rad/s,thigh_R_Joint_vel_rad/s,knee_L_Joint_vel_rad/s,knee_R_Joint_vel_rad/s,wheel_L_Joint_vel_rad/s,wheel_R_Joint_vel_rad/s,hip_L_Joint_torque,hip_R_Joint_torque,thigh_L_Joint_torque,thigh_R_Joint_torque,knee_L_Joint_torque,knee_R_Joint_torque,wheel_L_Joint_torque,wheel_R_Joint_torque,hip_L_Joint_actual_torque,hip_R_Joint_actual_torque,thigh_L_Joint_actual_torque,thigh_R_Joint_actual_torque,knee_L_Joint_actual_torque,knee_R_Joint_actual_torque,wheel_L_Joint_actual_torque,wheel_R_Joint_actual_torque,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24
0.361340255,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.012656337890625,0.763599052734375,-0.71719248046875,0.22781408203125,-0.22781408203125,0.0,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.371207389,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.004218779296875,0.00843755859375,0.75094271484375,-0.721411259765625,0.22781408203125,-0.21093896484375,0.007957060546875,0.01591412109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.381390047,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.012656337890625,0.0168751171875,0.755161494140625,-0.721411259765625,0.2193765234375,-0.2193765234375,0.007957060546875,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.393634651,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.004218779296875,0.021093896484375,0.755161494140625,-0.721411259765625,0.2193765234375,-0.21093896484375,0.0039785302734375,0.0318282421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40261866900000004,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.012656337890625,0.755161494140625,-0.721411259765625,0.22781408203125,-0.236251640625,0.0039785302734375,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41106287300000005,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.012656337890625,0.7593802734375,-0.7256300390625,0.2193765234375,-0.21093896484375,0.0039785302734375,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42132969200000003,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.012656337890625,0.012656337890625,0.755161494140625,-0.721411259765625,0.22781408203125,-0.236251640625,0.0039785302734375,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43217792600000005,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.004218779296875,0.012656337890625,0.755161494140625,-0.71719248046875,0.22781408203125,-0.21093896484375,0.007957060546875,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.441466397,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.012656337890625,0.755161494140625,-0.721411259765625,0.236251640625,-0.22781408203125,0.0,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.45144764400000004,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.0168751171875,0.0168751171875,0.763599052734375,-0.71719248046875,0.236251640625,-0.22781408203125,0.0039785302734375,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46171286300000003,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.004218779296875,0.012656337890625,0.755161494140625,-0.721411259765625,0.22781408203125,-0.24468919921875,0.007957060546875,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.473135856,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.0168751171875,0.7593802734375,-0.721411259765625,0.22781408203125,-0.22781408203125,0.007957060546875,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48128159200000004,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.012656337890625,0.02531267578125,0.755161494140625,-0.71719248046875,0.22781408203125,-0.21093896484375,0.007957060546875,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49346075600000006,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.004218779296875,0.012656337890625,0.7593802734375,-0.71719248046875,0.2193765234375,-0.236251640625,0.0039785302734375,0.0119355908203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.502812683,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.021093896484375,0.004218779296875,0.7593802734375,-0.71719248046875,0.22781408203125,-0.21093896484375,0.0039785302734375,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.51141916,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.012656337890625,0.00843755859375,0.755161494140625,-0.721411259765625,0.22781408203125,-0.22781408203125,0.0,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52268084,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.0168751171875,0.004218779296875,0.7593802734375,-0.71719248046875,0.236251640625,-0.22781408203125,0.0039785302734375,0.0039785302734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.531147092,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.012656337890625,0.004218779296875,0.7593802734375,-0.71719248046875,0.22781408203125,-0.21093896484375,0.0039785302734375,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.54102565,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.00843755859375,0.76781783203125,-0.721411259765625,0.236251640625,-0.2193765234375,0.007957060546875,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.551784187,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.0168751171875,0.00843755859375,0.755161494140625,-0.721411259765625,0.2193765234375,-0.20250140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5613414290000001,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.00843755859375,0.755161494140625,-0.7256300390625,0.236251640625,-0.2193765234375,0.007957060546875,0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.571459222,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.012656337890625,0.004218779296875,0.755161494140625,-0.721411259765625,0.22781408203125,-0.22781408203125,0.0039785302734375,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.581495094,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.021093896484375,0.004218779296875,0.7593802734375,-0.71719248046875,0.24468919921875,-0.19406384765625,0.007957060546875,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.593499215,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.012656337890625,0.75094271484375,-0.721411259765625,0.22781408203125,-0.21093896484375,0.007957060546875,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.601694583,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.00843755859375,0.7593802734375,-0.721411259765625,0.22781408203125,-0.2193765234375,0.007957060546875,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.611867609,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.004218779296875,0.00843755859375,0.7593802734375,-0.721411259765625,0.22781408203125,-0.2193765234375,0.0,0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6231476570000001,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,-0.012656337890625,0.00843755859375,0.75094271484375,-0.7256300390625,0.2193765234375,-0.21093896484375,0.007957060546875,0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6321449880000001,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.00843755859375,0.75094271484375,-0.721411259765625,0.236251640625,-0.2193765234375,0.0039785302734375,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64287594,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,-0.0017453292519943296,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.7167244747846215,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.004218779296875,0.004218779296875,0.755161494140625,-0.721411259765625,0.22781408203125,-0.21093896484375,0.0,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6514372660000001,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.0,0.004218779296875,0.75094271484375,-0.721411259765625,0.22781408203125,-0.22781408203125,0.007957060546875,0.0318282421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.661531026,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.00843755859375,0.7593802734375,-0.721411259765625,0.22781408203125,-0.2193765234375,0.0039785302734375,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.671180109,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.012656337890625,0.7593802734375,-0.721411259765625,0.22781408203125,-0.21093896484375,0.0039785302734375,0.01591412109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6814211360000001,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.012656337890625,0.755161494140625,-0.721411259765625,0.22781408203125,-0.236251640625,0.0039785302734375,0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6936102510000001,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.012656337890625,0.004218779296875,0.763599052734375,-0.721411259765625,0.22781408203125,-0.22781408203125,0.0039785302734375,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7014451030000001,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.004218779296875,0.012656337890625,0.7593802734375,-0.71719248046875,0.2193765234375,-0.22781408203125,0.0039785302734375,0.0318282421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71105233,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.012656337890625,0.7593802734375,-0.71719248046875,0.22781408203125,-0.21093896484375,0.0039785302734375,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7210404250000001,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.00843755859375,0.0,0.755161494140625,-0.721411259765625,0.22781408203125,-0.22781408203125,0.007957060546875,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.730755205,0.0,-0.001535889741753671,0.0022340214425531357,0.7254635568839642,-0.7366336640967264,2.0215712393537277,-2.026859586987271,0.761871125080565,1.7542129778869802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004607669225261013,-0.006702064327659407,0.7504093293481073,-0.716899007709821,0.21848628193881625,-0.20262123903818585,0.0,0.0,0.012656337890625,0.012656337890625,0.7593802734375,-0.721411259765625,0.236251640625,-0.22781408203125,0.0039785302734375,0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
